CO/hr,C6H6-micgr/m3/hr,NMHC/hr,NOx-ppb/hr,NOx/hr,NO2-micgr/m3/hr,NO2/hr,O3/hr,temperatura°C,umidade_relativa,umidade_absoluta,dia_semana,hour,one-hot__dia_semana_0.0,one-hot__dia_semana_1.0,one-hot__dia_semana_2.0,one-hot__dia_semana_3.0,one-hot__dia_semana_4.0,one-hot__dia_semana_5.0,one-hot__dia_semana_6.0,one-hot__hour_0.0,one-hot__hour_1.0,one-hot__hour_2.0,one-hot__hour_4.0,one-hot__hour_5.0,one-hot__hour_6.0,one-hot__hour_7.0,one-hot__hour_8.0,one-hot__hour_9.0,one-hot__hour_10.0,one-hot__hour_11.0,one-hot__hour_12.0,one-hot__hour_13.0,one-hot__hour_14.0,one-hot__hour_15.0,one-hot__hour_16.0,one-hot__hour_17.0,one-hot__hour_18.0,one-hot__hour_19.0,one-hot__hour_20.0,one-hot__hour_21.0,one-hot__hour_22.0,one-hot__hour_23.0,minmax__CO/hr,minmax__C6H6-micgr/m3/hr,minmax__NMHC/hr,minmax__NOx-ppb/hr,minmax__NOx/hr,minmax__NO2-micgr/m3/hr,minmax__NO2/hr,minmax__O3/hr,minmax__temperatura°C,minmax__umidade_relativa,minmax__umidade_absoluta,cluster
1064.0,4.3,728.0,115.0,1161.0,91.0,1461.0,842.0,13.5,58.4,0.896,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482381530984204,0.165137614678899,0.2917594654788418,0.2104283054003724,0.8377142857142859,0.4178403755868544,0.4953917050691244,0.3533333333333334,0.3399558498896247,0.618867924528302,0.3563805801893883,1
1300.0,8.9,935.0,170.0,902.0,113.0,1623.0,1145.0,13.8,58.0,0.9083,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7691373025516403,0.3761467889908257,0.5222717149220489,0.3128491620111732,0.5417142857142858,0.5211267605633803,0.5887096774193548,0.5553333333333333,0.3465783664459161,0.6138364779874215,0.3625432135878551,0
1348.0,10.5,998.0,147.0,834.0,102.0,1689.0,1218.0,14.6,53.1,0.8765,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827460510328068,0.4495412844036697,0.5924276169265034,0.2700186219739292,0.464,0.4694835680751174,0.6267281105990783,0.604,0.3642384105960265,0.5522012578616353,0.3466105516308432,0
1425.0,12.5,1068.0,166.0,776.0,107.0,1764.0,1341.0,15.0,52.3,0.8881,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210206561360872,0.5412844036697246,0.6703786191536748,0.3054003724394786,0.3977142857142857,0.4929577464788732,0.6699308755760369,0.686,0.3730684326710817,0.5421383647798742,0.3524224660554136,0
1474.0,12.3,1061.0,195.0,768.0,113.0,1768.0,1406.0,15.4,52.1,0.9046,5.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805589307411908,0.5321100917431192,0.6625835189309576,0.3594040968342644,0.3885714285714286,0.5211267605633803,0.6722350230414746,0.7293333333333334,0.3818984547461369,0.5396226415094341,0.3606894132972594,0
1490.0,11.7,1039.0,182.0,782.0,108.0,1757.0,1422.0,16.3,50.0,0.9158,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5045871559633026,0.6380846325167037,0.3351955307262569,0.4045714285714286,0.4976525821596244,0.6658986175115209,0.74,0.4017660044150111,0.5132075471698114,0.3663009168796031,0
1376.0,9.3,953.0,125.0,900.0,93.0,1636.0,1153.0,19.0,42.9,0.937,5.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614823815309841,0.3944954128440367,0.5423162583518931,0.2290502793296089,0.5394285714285716,0.4272300469483568,0.5961981566820276,0.5606666666666666,0.4613686534216336,0.4238993710691824,0.3769226915176111,0
1305.0,7.6,884.0,95.0,980.0,87.0,1573.0,927.0,19.5,42.3,0.9476,5.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7752126366950182,0.3165137614678899,0.465478841870824,0.1731843575418994,0.630857142857143,0.3990610328638497,0.5599078341013826,0.41,0.4724061810154525,0.4163522012578616,0.3822335788366151,1
1283.0,6.7,844.0,79.0,1036.0,76.0,1539.0,766.0,19.5,42.3,0.9493,5.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7484811664641554,0.2752293577981651,0.420935412026726,0.143389199255121,0.6948571428571431,0.3474178403755868,0.5403225806451613,0.3026666666666666,0.4724061810154525,0.4163522012578616,0.383085324916078,1
1392.0,9.7,967.0,119.0,930.0,94.0,1649.0,941.0,19.1,43.8,0.9556,5.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8809234507897933,0.4128440366972477,0.5579064587973274,0.217877094972067,0.5737142857142858,0.4319248826291079,0.6036866359447004,0.4193333333333333,0.4635761589403974,0.4352201257861635,0.3862417956811463,0
1452.0,12.4,1063.0,142.0,856.0,110.0,1774.0,1146.0,18.5,46.3,0.9744,5.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.953827460510328,0.5366972477064219,0.6648106904231624,0.260707635009311,0.4891428571428571,0.5070422535211268,0.6756912442396314,0.556,0.4503311258278146,0.4666666666666667,0.3956611052657949,0
1323.0,9.9,973.0,147.0,864.0,111.0,1712.0,1125.0,16.2,55.4,1.0132,5.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7970838396111785,0.4220183486238532,0.564587973273942,0.2700186219739292,0.4982857142857144,0.5117370892018779,0.6399769585253456,0.542,0.3995584988962472,0.5811320754716982,0.4151009569617717,0
1309.0,8.9,937.0,122.0,905.0,97.0,1672.0,1036.0,15.9,57.7,1.0356,5.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7800729040097204,0.3761467889908257,0.5244988864142538,0.223463687150838,0.5451428571428572,0.4460093896713615,0.6169354838709677,0.4826666666666667,0.3929359823399558,0.6100628930817611,0.4263239641264593,0
1456.0,10.6,999.0,175.0,835.0,107.0,1714.0,1202.0,15.7,58.6,1.0396,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586877278250302,0.4541284403669724,0.5935412026726058,0.3221601489757914,0.4651428571428572,0.4929577464788732,0.6411290322580645,0.5933333333333334,0.3885209713024282,0.6213836477987422,0.4283280725487249,0
1300.0,7.4,872.0,133.0,941.0,90.0,1577.0,1054.0,15.1,60.9,1.0398,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7691373025516403,0.3073394495412844,0.4521158129175946,0.2439478584729981,0.5862857142857143,0.4131455399061032,0.5622119815668203,0.4946666666666667,0.3752759381898455,0.6503144654088051,0.4284282779698382,1
1203.0,6.2,823.0,89.0,1004.0,84.0,1526.0,903.0,15.6,56.6,0.9951,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6512758201701093,0.2522935779816513,0.3975501113585745,0.1620111731843575,0.6582857142857144,0.3849765258215962,0.5328341013824884,0.394,0.3863134657836645,0.5962264150943397,0.4060323663510196,1
