CO/hr,C6H6-micgr/m3/hr,NMHC/hr,NOx-ppb/hr,NOx/hr,NO2-micgr/m3/hr,NO2/hr,03/hr,temperatura°C,umidade_relativa,umidade_absoluta,dia_semana,hour,one-hot__dia_semana_0.0,one-hot__dia_semana_1.0,one-hot__dia_semana_2.0,one-hot__dia_semana_3.0,one-hot__dia_semana_4.0,one-hot__dia_semana_5.0,one-hot__dia_semana_6.0,one-hot__hour_0.0,one-hot__hour_1.0,one-hot__hour_2.0,one-hot__hour_4.0,one-hot__hour_5.0,one-hot__hour_6.0,one-hot__hour_7.0,one-hot__hour_8.0,one-hot__hour_9.0,one-hot__hour_10.0,one-hot__hour_11.0,one-hot__hour_12.0,one-hot__hour_13.0,one-hot__hour_14.0,one-hot__hour_15.0,one-hot__hour_16.0,one-hot__hour_17.0,one-hot__hour_18.0,one-hot__hour_19.0,one-hot__hour_20.0,one-hot__hour_21.0,one-hot__hour_22.0,one-hot__hour_23.0,minmax__CO/hr,minmax__C6H6-micgr/m3/hr,minmax__NMHC/hr,minmax__NOx-ppb/hr,minmax__NOx/hr,minmax__NO2-micgr/m3/hr,minmax__NO2/hr,minmax__03/hr,minmax__temperatura°C,minmax__umidade_relativa,minmax__umidade_absoluta
1364.0,16.7,1202.0,198.0,771.0,135.0,1875.0,1250.0,16.3,47.1,0.864,4.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8469015795868772,0.7339449541284402,0.8195991091314031,0.3649906890130354,0.39200000000000007,0.6244131455399061,0.7338709677419355,0.6253333333333333,0.4017660044150111,0.4767295597484278,0.3403477128112631
1410.0,19.0,1268.0,212.0,724.0,139.0,1957.0,1344.0,16.4,47.5,0.8791,4.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9027946537059538,0.8394495412844035,0.8930957683741648,0.39106145251396646,0.33828571428571436,0.6431924882629108,0.7811059907834101,0.6880000000000001,0.40397350993377484,0.4817610062893082,0.3479132221053159
1476.0,19.4,1280.0,249.0,708.0,147.0,1955.0,1378.0,16.1,50.2,0.9094,4.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9829890643985418,0.8577981651376145,0.9064587973273942,0.45996275605214154,0.32,0.6807511737089201,0.7799539170506913,0.7106666666666667,0.3973509933774835,0.5157232704402517,0.36309434340397817
1442.0,20.2,1301.0,231.0,704.0,146.0,1952.0,1372.0,15.8,50.3,0.8989,4.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9416767922235721,0.8944954128440366,0.9298440979955457,0.4264432029795158,0.31542857142857145,0.676056338028169,0.778225806451613,0.7066666666666667,0.3907284768211921,0.5169811320754717,0.35783355879553086
1469.0,21.7,1344.0,251.0,677.0,144.0,1997.0,1471.0,15.5,50.6,0.884,4.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9744835965978128,0.9633027522935779,0.9777282850779508,0.46368715083798884,0.28457142857142864,0.6666666666666666,0.804147465437788,0.7726666666666667,0.3841059602649007,0.5207547169811322,0.3503682549225913
1467.0,19.8,1292.0,210.0,698.0,138.0,1942.0,1439.0,15.4,51.4,0.8956,4.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9720534629404617,0.8761467889908257,0.9198218262806236,0.38733705772811916,0.30857142857142866,0.6384976525821596,0.7724654377880185,0.7513333333333333,0.3818984547461369,0.5308176100628931,0.3561801693471617
1421.0,16.7,1202.0,249.0,748.0,143.0,1854.0,1429.0,15.2,53.1,0.9117,4.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9161603888213851,0.7339449541284402,0.8195991091314031,0.45996275605214154,0.3657142857142857,0.6619718309859155,0.7217741935483872,0.7446666666666667,0.37748344370860926,0.5522012578616353,0.36424670574678086
1175.0,9.1,945.0,143.0,904.0,116.0,1604.0,1081.0,14.7,57.6,0.9573,4.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.617253948967193,0.38532110091743116,0.5334075723830735,0.26256983240223464,0.544,0.5352112676056338,0.5777649769585254,0.5126666666666667,0.36644591611479027,0.608805031446541,0.3870935417606093
1215.0,8.3,912.0,127.0,948.0,109.0,1547.0,993.0,14.2,58.3,0.938,4.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6658566221142163,0.3486238532110092,0.4966592427616926,0.23277467411545624,0.5942857142857143,0.5023474178403756,0.5449308755760369,0.45400000000000007,0.3554083885209713,0.6176100628930817,0.3774237186231775
1127.0,5.8,802.0,104.0,1064.0,92.0,1447.0,837.0,13.8,57.9,0.9085,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5589307411907655,0.23394495412844032,0.3741648106904232,0.18994413407821228,0.7268571428571431,0.4225352112676056,0.48732718894009214,0.35,0.34657836644591616,0.6125786163522013,0.3626434190089684
1090.0,5.2,773.0,86.0,1105.0,83.0,1429.0,761.0,13.9,55.9,0.8842,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513973268529769,0.20642201834862384,0.34187082405345204,0.1564245810055866,0.7737142857142858,0.38028169014084506,0.47695852534562216,0.29933333333333334,0.3487858719646799,0.5874213836477988,0.3504684603437046
1017.0,4.1,718.0,74.0,1182.0,81.0,1382.0,650.0,13.9,55.6,0.8765,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4252733900364519,0.15596330275229353,0.2806236080178174,0.1340782122905028,0.8617142857142859,0.3708920187793427,0.44988479262672815,0.2253333333333333,0.3487858719646799,0.5836477987421385,0.3466105516308432
956.0,3.1,661.0,42.0,1260.0,53.0,1351.0,518.0,13.6,55.1,0.856,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3511543134872418,0.11009174311926603,0.21714922048997765,0.074487895716946,0.9508571428571431,0.23943661971830987,0.43202764976958524,0.13733333333333334,0.34216335540838855,0.5773584905660378,0.3363394959667318
1064.0,4.3,728.0,115.0,1161.0,91.0,1461.0,842.0,13.5,58.4,0.896,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482381530984204,0.16513761467889906,0.2917594654788418,0.21042830540037244,0.8377142857142859,0.41784037558685444,0.4953917050691244,0.3533333333333334,0.33995584988962474,0.618867924528302,0.3563805801893883
1300.0,8.9,935.0,170.0,902.0,113.0,1623.0,1145.0,13.8,58.0,0.9083,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7691373025516403,0.3761467889908257,0.5222717149220489,0.3128491620111732,0.5417142857142858,0.5211267605633803,0.5887096774193548,0.5553333333333333,0.34657836644591616,0.6138364779874215,0.36254321358785513
1348.0,10.5,998.0,147.0,834.0,102.0,1689.0,1218.0,14.6,53.1,0.8765,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827460510328068,0.4495412844036697,0.5924276169265034,0.27001862197392923,0.464,0.4694835680751174,0.6267281105990783,0.604,0.3642384105960265,0.5522012578616353,0.3466105516308432
1425.0,12.5,1068.0,166.0,776.0,107.0,1764.0,1341.0,15.0,52.3,0.8881,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210206561360873,0.5412844036697246,0.6703786191536748,0.3054003724394786,0.39771428571428574,0.49295774647887325,0.6699308755760369,0.686,0.3730684326710817,0.5421383647798742,0.3524224660554136
1474.0,12.3,1061.0,195.0,768.0,113.0,1768.0,1406.0,15.4,52.1,0.9046,5.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805589307411907,0.5321100917431192,0.6625835189309576,0.35940409683426444,0.3885714285714286,0.5211267605633803,0.6722350230414746,0.7293333333333334,0.3818984547461369,0.5396226415094341,0.3606894132972594
1490.0,11.7,1039.0,182.0,782.0,108.0,1757.0,1422.0,16.3,50.0,0.9158,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.5045871559633026,0.6380846325167037,0.33519553072625696,0.40457142857142864,0.4976525821596244,0.6658986175115209,0.74,0.4017660044150111,0.5132075471698114,0.36630091687960314
1376.0,9.3,953.0,125.0,900.0,93.0,1636.0,1153.0,19.0,42.9,0.937,5.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614823815309841,0.3944954128440367,0.5423162583518931,0.22905027932960895,0.5394285714285716,0.4272300469483568,0.5961981566820276,0.5606666666666666,0.4613686534216336,0.4238993710691824,0.37692269151761115
1305.0,7.6,884.0,95.0,980.0,87.0,1573.0,927.0,19.5,42.3,0.9476,5.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7752126366950182,0.3165137614678899,0.465478841870824,0.17318435754189945,0.630857142857143,0.39906103286384975,0.5599078341013826,0.41000000000000003,0.47240618101545256,0.41635220125786165,0.3822335788366151
1283.0,6.7,844.0,79.0,1036.0,76.0,1539.0,766.0,19.5,42.3,0.9493,5.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7484811664641554,0.27522935779816515,0.420935412026726,0.14338919925512106,0.6948571428571431,0.3474178403755868,0.5403225806451613,0.30266666666666664,0.47240618101545256,0.41635220125786165,0.383085324916078
1392.0,9.7,967.0,119.0,930.0,94.0,1649.0,941.0,19.1,43.8,0.9556,5.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8809234507897933,0.4128440366972477,0.5579064587973274,0.21787709497206703,0.5737142857142858,0.43192488262910794,0.6036866359447004,0.41933333333333334,0.4635761589403974,0.43522012578616354,0.38624179568114636
1452.0,12.4,1063.0,142.0,856.0,110.0,1774.0,1146.0,18.5,46.3,0.9744,5.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.953827460510328,0.5366972477064219,0.6648106904231624,0.260707635009311,0.48914285714285716,0.5070422535211268,0.6756912442396314,0.556,0.4503311258278146,0.4666666666666667,0.3956611052657949
1323.0,9.9,973.0,147.0,864.0,111.0,1712.0,1125.0,16.2,55.4,1.0132,5.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7970838396111785,0.42201834862385323,0.564587973273942,0.27001862197392923,0.4982857142857144,0.5117370892018779,0.6399769585253456,0.542,0.3995584988962472,0.5811320754716982,0.41510095696177174
1309.0,8.9,937.0,122.0,905.0,97.0,1672.0,1036.0,15.9,57.7,1.0356,5.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7800729040097204,0.3761467889908257,0.5244988864142538,0.223463687150838,0.5451428571428572,0.4460093896713615,0.6169354838709677,0.4826666666666667,0.39293598233995586,0.6100628930817611,0.42632396412645934
1456.0,10.6,999.0,175.0,835.0,107.0,1714.0,1202.0,15.7,58.6,1.0396,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586877278250302,0.4541284403669724,0.5935412026726058,0.3221601489757914,0.46514285714285725,0.49295774647887325,0.6411290322580645,0.5933333333333334,0.38852097130242824,0.6213836477987422,0.42832807254872496
1300.0,7.4,872.0,133.0,941.0,90.0,1577.0,1054.0,15.1,60.9,1.0398,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7691373025516403,0.3073394495412844,0.4521158129175946,0.24394785847299813,0.5862857142857143,0.41314553990610325,0.5622119815668203,0.4946666666666667,0.3752759381898455,0.6503144654088051,0.4284282779698382
1203.0,6.2,823.0,89.0,1004.0,84.0,1526.0,903.0,15.6,56.6,0.9951,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6512758201701093,0.25229357798165136,0.39755011135857454,0.16201117318435754,0.6582857142857144,0.38497652582159625,0.5328341013824884,0.394,0.3863134657836645,0.5962264150943397,0.4060323663510196
